context,question,has_answer,predicted_answer,mask_question,predicted_sentence,is_impossible
"One of the first Norman mercenaries to serve as a Byzantine general was Herv̩ in the 1050s. By then however, there were already Norman mercenaries serving as far away as Trebizond and Georgia. They were based at Malatya and Edessa, under the Byzantine duke of Antioch, Isaac Komnenos. In the 1060s, Robert Crispin led the Normans of Edessa against the Turks. Roussel de Bailleul even tried to carve out an independent state in Asia Minor with support from the local population, but he was stopped by the Byzantine general Alexius Komnenos.",When did Herve serve as a Byzantine general?,0,1050s,When did Herve serve as a Byzantine <MASK>,One of the first Norman mercenaries to serve as a Byzantine general was Herv̩ in the 1050s,1
"One of the first Norman mercenaries to serve as a Byzantine general was Herv̩ in the 1050s. By then however, there were already Norman mercenaries serving as far away as Trebizond and Georgia. They were based at Malatya and Edessa, under the Byzantine duke of Antioch, Isaac Komnenos. In the 1060s, Robert Crispin led the Normans of Edessa against the Turks. Roussel de Bailleul even tried to carve out an independent state in Asia Minor with support from the local population, but he was stopped by the Byzantine general Alexius Komnenos.",When did Robert Crispin go up against the Turks?,0,1060s,<MASK> did Robert Crispin go up against the Turks?," In the 1060s, Robert Crispin led the Normans of Edessa against the Turks",1
"One of the first Norman mercenaries to serve as a Byzantine general was Herv̩ in the 1050s. By then however, there were already Norman mercenaries serving as far away as Trebizond and Georgia. They were based at Malatya and Edessa, under the Byzantine duke of Antioch, Isaac Komnenos. In the 1060s, Robert Crispin led the Normans of Edessa against the Turks. Roussel de Bailleul even tried to carve out an independent state in Asia Minor with support from the local population, but he was stopped by the Byzantine general Alexius Komnenos.",When did Robert Crispin go up against the Turks?,1,1060s,When <MASK> Robert Crispin go up against the Turks?," In the 1060s, Robert Crispin led the Normans of Edessa against the Turks",0
"One of the first Norman mercenaries to serve as a Byzantine general was Herv̩ in the 1050s. By then however, there were already Norman mercenaries serving as far away as Trebizond and Georgia. They were based at Malatya and Edessa, under the Byzantine duke of Antioch, Isaac Komnenos. In the 1060s, Robert Crispin led the Normans of Edessa against the Turks. Roussel de Bailleul even tried to carve out an independent state in Asia Minor with support from the local population, but he was stopped by the Byzantine general Alexius Komnenos.",When did Robert Crispin go up against the Turks?,0,1060s,When did <MASK> Crispin go up against the Turks?," In the 1060s, Robert Crispin led the Normans of Edessa against the Turks",1
"One of the first Norman mercenaries to serve as a Byzantine general was Herv̩ in the 1050s. By then however, there were already Norman mercenaries serving as far away as Trebizond and Georgia. They were based at Malatya and Edessa, under the Byzantine duke of Antioch, Isaac Komnenos. In the 1060s, Robert Crispin led the Normans of Edessa against the Turks. Roussel de Bailleul even tried to carve out an independent state in Asia Minor with support from the local population, but he was stopped by the Byzantine general Alexius Komnenos.",When did Robert Crispin go up against the Turks?,0,1060s,When did Robert <MASK> go up against the Turks?," In the 1060s, Robert Crispin led the Normans of Edessa against the Turks",1
"One of the first Norman mercenaries to serve as a Byzantine general was Herv̩ in the 1050s. By then however, there were already Norman mercenaries serving as far away as Trebizond and Georgia. They were based at Malatya and Edessa, under the Byzantine duke of Antioch, Isaac Komnenos. In the 1060s, Robert Crispin led the Normans of Edessa against the Turks. Roussel de Bailleul even tried to carve out an independent state in Asia Minor with support from the local population, but he was stopped by the Byzantine general Alexius Komnenos.",When did Robert Crispin go up against the Turks?,1,1060s,When did Robert Crispin <MASK> up against the Turks?," In the 1060s, Robert Crispin led the Normans of Edessa against the Turks",0
"A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms. This means that for a closed system, the net mechanical energy is conserved whenever a conservative force acts on the system. The force, therefore, is related directly to the difference in potential energy between two different locations in space, and can be considered to be an artifact of the potential field in the same way that the direction and amount of a flow of water can be considered to be an artifact of the contour map of the elevation of an area.",What is preserved in a closed system of forces when acted upon?,1,mechanical energy,What is preserved in a closed system <MASK> forces when acted upon?," This means that for a closed system, the net mechanical energy is conserved whenever a conservative force acts on the system",0
"A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms. This means that for a closed system, the net mechanical energy is conserved whenever a conservative force acts on the system. The force, therefore, is related directly to the difference in potential energy between two different locations in space, and can be considered to be an artifact of the potential field in the same way that the direction and amount of a flow of water can be considered to be an artifact of the contour map of the elevation of an area.",What is preserved in a closed system of forces when acted upon?,1,mechanical energy,What is preserved in a closed system of forces <MASK> acted upon?," This means that for a closed system, the net mechanical energy is conserved whenever a conservative force acts on the system",0
"A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms. This means that for a closed system, the net mechanical energy is conserved whenever a conservative force acts on the system. The force, therefore, is related directly to the difference in potential energy between two different locations in space, and can be considered to be an artifact of the potential field in the same way that the direction and amount of a flow of water can be considered to be an artifact of the contour map of the elevation of an area.",What is preserved in a closed system of forces when acted upon?,1,mechanical energy,What is preserved in a closed system of forces when acted <MASK>," This means that for a closed system, the net mechanical energy is conserved whenever a conservative force acts on the system",0
"A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms. This means that for a closed system, the net mechanical energy is conserved whenever a conservative force acts on the system. The force, therefore, is related directly to the difference in potential energy between two different locations in space, and can be considered to be an artifact of the potential field in the same way that the direction and amount of a flow of water can be considered to be an artifact of the contour map of the elevation of an area.",What is the force between two locations related to?,1,difference in potential energy between two different locations in space,<MASK> is the force between two locations related to?," The force, therefore, is related directly to the difference in potential energy between two different locations in space, and can be considered to be an artifact of the potential field in the same way that the direction and amount of a flow of water can be considered to be an artifact of the contour map of the elevation of an area",0
"A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms. This means that for a closed system, the net mechanical energy is conserved whenever a conservative force acts on the system. The force, therefore, is related directly to the difference in potential energy between two different locations in space, and can be considered to be an artifact of the potential field in the same way that the direction and amount of a flow of water can be considered to be an artifact of the contour map of the elevation of an area.",What is the force between two locations related to?,1,difference in potential energy between two different locations in space,What <MASK> the force between two locations related to?," The force, therefore, is related directly to the difference in potential energy between two different locations in space, and can be considered to be an artifact of the potential field in the same way that the direction and amount of a flow of water can be considered to be an artifact of the contour map of the elevation of an area",0
"A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms. This means that for a closed system, the net mechanical energy is conserved whenever a conservative force acts on the system. The force, therefore, is related directly to the difference in potential energy between two different locations in space, and can be considered to be an artifact of the potential field in the same way that the direction and amount of a flow of water can be considered to be an artifact of the contour map of the elevation of an area.",What is the force between two locations related to?,1,difference in potential energy between two different locations in space,What is <MASK> force between two locations related to?," The force, therefore, is related directly to the difference in potential energy between two different locations in space, and can be considered to be an artifact of the potential field in the same way that the direction and amount of a flow of water can be considered to be an artifact of the contour map of the elevation of an area",0
"A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms. This means that for a closed system, the net mechanical energy is conserved whenever a conservative force acts on the system. The force, therefore, is related directly to the difference in potential energy between two different locations in space, and can be considered to be an artifact of the potential field in the same way that the direction and amount of a flow of water can be considered to be an artifact of the contour map of the elevation of an area.",What is the force between two locations related to?,1,difference in potential energy between two different locations in space,What is the force <MASK> two locations related to?," The force, therefore, is related directly to the difference in potential energy between two different locations in space, and can be considered to be an artifact of the potential field in the same way that the direction and amount of a flow of water can be considered to be an artifact of the contour map of the elevation of an area",0
"A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms. This means that for a closed system, the net mechanical energy is conserved whenever a conservative force acts on the system. The force, therefore, is related directly to the difference in potential energy between two different locations in space, and can be considered to be an artifact of the potential field in the same way that the direction and amount of a flow of water can be considered to be an artifact of the contour map of the elevation of an area.",What is the force between two locations related to?,1,difference in potential energy between two different locations in space,What is the force between two locations related <MASK>," The force, therefore, is related directly to the difference in potential energy between two different locations in space, and can be considered to be an artifact of the potential field in the same way that the direction and amount of a flow of water can be considered to be an artifact of the contour map of the elevation of an area",0
"A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms. This means that for a closed system, the net mechanical energy is conserved whenever a conservative force acts on the system. The force, therefore, is related directly to the difference in potential energy between two different locations in space, and can be considered to be an artifact of the potential field in the same way that the direction and amount of a flow of water can be considered to be an artifact of the contour map of the elevation of an area.",What is the force called rgarding a potential field between two locations?,1,conservative force,<MASK> is the force called rgarding a potential field between two locations?,A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms,0
"A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms. This means that for a closed system, the net mechanical energy is conserved whenever a conservative force acts on the system. The force, therefore, is related directly to the difference in potential energy between two different locations in space, and can be considered to be an artifact of the potential field in the same way that the direction and amount of a flow of water can be considered to be an artifact of the contour map of the elevation of an area.",What is the force called rgarding a potential field between two locations?,1,conservative force,What <MASK> the force called rgarding a potential field between two locations?,A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms,0
"A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms. This means that for a closed system, the net mechanical energy is conserved whenever a conservative force acts on the system. The force, therefore, is related directly to the difference in potential energy between two different locations in space, and can be considered to be an artifact of the potential field in the same way that the direction and amount of a flow of water can be considered to be an artifact of the contour map of the elevation of an area.",What is the force called rgarding a potential field between two locations?,1,conservative force,What is <MASK> force called rgarding a potential field between two locations?,A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms,0
"A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms. This means that for a closed system, the net mechanical energy is conserved whenever a conservative force acts on the system. The force, therefore, is related directly to the difference in potential energy between two different locations in space, and can be considered to be an artifact of the potential field in the same way that the direction and amount of a flow of water can be considered to be an artifact of the contour map of the elevation of an area.",What is the force called rgarding a potential field between two locations?,1,conservative force,What is the force <MASK> rgarding a potential field between two locations?,A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms,0
"A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms. This means that for a closed system, the net mechanical energy is conserved whenever a conservative force acts on the system. The force, therefore, is related directly to the difference in potential energy between two different locations in space, and can be considered to be an artifact of the potential field in the same way that the direction and amount of a flow of water can be considered to be an artifact of the contour map of the elevation of an area.",What is the force called rgarding a potential field between two locations?,1,conservative force,What is the force called rgarding <MASK> potential field between two locations?,A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms,0
"A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms. This means that for a closed system, the net mechanical energy is conserved whenever a conservative force acts on the system. The force, therefore, is related directly to the difference in potential energy between two different locations in space, and can be considered to be an artifact of the potential field in the same way that the direction and amount of a flow of water can be considered to be an artifact of the contour map of the elevation of an area.",What is the force called rgarding a potential field between two locations?,1,conservative force,What is the force called rgarding a potential field <MASK> two locations?,A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms,0
"A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms. This means that for a closed system, the net mechanical energy is conserved whenever a conservative force acts on the system. The force, therefore, is related directly to the difference in potential energy between two different locations in space, and can be considered to be an artifact of the potential field in the same way that the direction and amount of a flow of water can be considered to be an artifact of the contour map of the elevation of an area.",What is the only form kinetic energy can change into?,1,potential,What is the only form kinetic energy <MASK> change into?,A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms,0
"A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms. This means that for a closed system, the net mechanical energy is conserved whenever a conservative force acts on the system. The force, therefore, is related directly to the difference in potential energy between two different locations in space, and can be considered to be an artifact of the potential field in the same way that the direction and amount of a flow of water can be considered to be an artifact of the contour map of the elevation of an area.",What is the only form kinetic energy can change into?,1,potential,What is the only form kinetic energy can <MASK> into?,A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms,0
"A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms. This means that for a closed system, the net mechanical energy is conserved whenever a conservative force acts on the system. The force, therefore, is related directly to the difference in potential energy between two different locations in space, and can be considered to be an artifact of the potential field in the same way that the direction and amount of a flow of water can be considered to be an artifact of the contour map of the elevation of an area.",What is the only form kinetic energy can change into?,1,potential,What is the only form kinetic energy can change <MASK>,A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms,0
"A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms. This means that for a closed system, the net mechanical energy is conserved whenever a conservative force acts on the system. The force, therefore, is related directly to the difference in potential energy between two different locations in space, and can be considered to be an artifact of the potential field in the same way that the direction and amount of a flow of water can be considered to be an artifact of the contour map of the elevation of an area.",What is preserved in a closed system of forces when acted upon?,1,mechanical energy,<MASK> is preserved in a closed system of forces when acted upon?," This means that for a closed system, the net mechanical energy is conserved whenever a conservative force acts on the system",0
"A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms. This means that for a closed system, the net mechanical energy is conserved whenever a conservative force acts on the system. The force, therefore, is related directly to the difference in potential energy between two different locations in space, and can be considered to be an artifact of the potential field in the same way that the direction and amount of a flow of water can be considered to be an artifact of the contour map of the elevation of an area.",What is preserved in a closed system of forces when acted upon?,1,mechanical energy,What <MASK> preserved in a closed system of forces when acted upon?," This means that for a closed system, the net mechanical energy is conserved whenever a conservative force acts on the system",0
"A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms. This means that for a closed system, the net mechanical energy is conserved whenever a conservative force acts on the system. The force, therefore, is related directly to the difference in potential energy between two different locations in space, and can be considered to be an artifact of the potential field in the same way that the direction and amount of a flow of water can be considered to be an artifact of the contour map of the elevation of an area.",What is preserved in a closed system of forces when acted upon?,1,mechanical energy,What is preserved <MASK> a closed system of forces when acted upon?," This means that for a closed system, the net mechanical energy is conserved whenever a conservative force acts on the system",0
"A conservative force that acts on a closed system has an associated mechanical work that allows energy to convert only between kinetic or potential forms. This means that for a closed system, the net mechanical energy is conserved whenever a conservative force acts on the system. The force, therefore, is related directly to the difference in potential energy between two different locations in space, and can be considered to be an artifact of the potential field in the same way that the direction and amount of a flow of water can be considered to be an artifact of the contour map of the elevation of an area.",What is preserved in a closed system of forces when acted upon?,1,mechanical energy,What is preserved in <MASK> closed system of forces when acted upon?," This means that for a closed system, the net mechanical energy is conserved whenever a conservative force acts on the system",0
"For certain physical scenarios, it is impossible to model forces as being due to gradient of potentials. This is often due to macrophysical considerations that yield forces as arising from a macroscopic statistical average of microstates. For example, friction is caused by the gradients of numerous electrostatic potentials between the atoms, but manifests as a force model that is independent of any macroscale position vector. Nonconservative forces other than friction include other contact forces, tension, compression, and drag. However, for any sufficiently detailed description, all these forces are the results of conservative ones since each of these macroscopic forces are the net results of the gradients of microscopic potentials.",Why are some forces due to that are impossible to model?,1,gradient of potentials,Why are some forces due to that <MASK> impossible to model?,"For certain physical scenarios, it is impossible to model forces as being due to gradient of potentials",0
"For certain physical scenarios, it is impossible to model forces as being due to gradient of potentials. This is often due to macrophysical considerations that yield forces as arising from a macroscopic statistical average of microstates. For example, friction is caused by the gradients of numerous electrostatic potentials between the atoms, but manifests as a force model that is independent of any macroscale position vector. Nonconservative forces other than friction include other contact forces, tension, compression, and drag. However, for any sufficiently detailed description, all these forces are the results of conservative ones since each of these macroscopic forces are the net results of the gradients of microscopic potentials.",Why are some forces due to that are impossible to model?,1,gradient of potentials,Why are some forces due to that are impossible <MASK> model?,"For certain physical scenarios, it is impossible to model forces as being due to gradient of potentials",0
"For certain physical scenarios, it is impossible to model forces as being due to gradient of potentials. This is often due to macrophysical considerations that yield forces as arising from a macroscopic statistical average of microstates. For example, friction is caused by the gradients of numerous electrostatic potentials between the atoms, but manifests as a force model that is independent of any macroscale position vector. Nonconservative forces other than friction include other contact forces, tension, compression, and drag. However, for any sufficiently detailed description, all these forces are the results of conservative ones since each of these macroscopic forces are the net results of the gradients of microscopic potentials.",What do electrostatic gradiient potentials create?,1,friction,What <MASK> electrostatic gradiient potentials create?," For example, friction is caused by the gradients of numerous electrostatic potentials between the atoms, but manifests as a force model that is independent of any macroscale position vector",0
"For certain physical scenarios, it is impossible to model forces as being due to gradient of potentials. This is often due to macrophysical considerations that yield forces as arising from a macroscopic statistical average of microstates. For example, friction is caused by the gradients of numerous electrostatic potentials between the atoms, but manifests as a force model that is independent of any macroscale position vector. Nonconservative forces other than friction include other contact forces, tension, compression, and drag. However, for any sufficiently detailed description, all these forces are the results of conservative ones since each of these macroscopic forces are the net results of the gradients of microscopic potentials.","Tension, compression, and drag are what kind of forces?",1,Nonconservative,"Tension, compression, <MASK> drag are what kind of forces?"," Nonconservative forces other than friction include other contact forces, tension, compression, and drag",0
"For certain physical scenarios, it is impossible to model forces as being due to gradient of potentials. This is often due to macrophysical considerations that yield forces as arising from a macroscopic statistical average of microstates. For example, friction is caused by the gradients of numerous electrostatic potentials between the atoms, but manifests as a force model that is independent of any macroscale position vector. Nonconservative forces other than friction include other contact forces, tension, compression, and drag. However, for any sufficiently detailed description, all these forces are the results of conservative ones since each of these macroscopic forces are the net results of the gradients of microscopic potentials.","Tension, compression, and drag are what kind of forces?",1,Nonconservative,"Tension, compression, and drag <MASK> what kind of forces?"," Nonconservative forces other than friction include other contact forces, tension, compression, and drag",0
"For certain physical scenarios, it is impossible to model forces as being due to gradient of potentials. This is often due to macrophysical considerations that yield forces as arising from a macroscopic statistical average of microstates. For example, friction is caused by the gradients of numerous electrostatic potentials between the atoms, but manifests as a force model that is independent of any macroscale position vector. Nonconservative forces other than friction include other contact forces, tension, compression, and drag. However, for any sufficiently detailed description, all these forces are the results of conservative ones since each of these macroscopic forces are the net results of the gradients of microscopic potentials.","Tension, compression, and drag are what kind of forces?",1,Nonconservative,"Tension, compression, and drag are <MASK> kind of forces?"," Nonconservative forces other than friction include other contact forces, tension, compression, and drag",0
"For certain physical scenarios, it is impossible to model forces as being due to gradient of potentials. This is often due to macrophysical considerations that yield forces as arising from a macroscopic statistical average of microstates. For example, friction is caused by the gradients of numerous electrostatic potentials between the atoms, but manifests as a force model that is independent of any macroscale position vector. Nonconservative forces other than friction include other contact forces, tension, compression, and drag. However, for any sufficiently detailed description, all these forces are the results of conservative ones since each of these macroscopic forces are the net results of the gradients of microscopic potentials.","Tension, compression, and drag are what kind of forces?",1,Nonconservative,"Tension, compression, and drag are what <MASK> of forces?"," Nonconservative forces other than friction include other contact forces, tension, compression, and drag",0
"For certain physical scenarios, it is impossible to model forces as being due to gradient of potentials. This is often due to macrophysical considerations that yield forces as arising from a macroscopic statistical average of microstates. For example, friction is caused by the gradients of numerous electrostatic potentials between the atoms, but manifests as a force model that is independent of any macroscale position vector. Nonconservative forces other than friction include other contact forces, tension, compression, and drag. However, for any sufficiently detailed description, all these forces are the results of conservative ones since each of these macroscopic forces are the net results of the gradients of microscopic potentials.","Tension, compression, and drag are what kind of forces?",1,Nonconservative,"Tension, compression, and drag are what kind <MASK> forces?"," Nonconservative forces other than friction include other contact forces, tension, compression, and drag",0
"For certain physical scenarios, it is impossible to model forces as being due to gradient of potentials. This is often due to macrophysical considerations that yield forces as arising from a macroscopic statistical average of microstates. For example, friction is caused by the gradients of numerous electrostatic potentials between the atoms, but manifests as a force model that is independent of any macroscale position vector. Nonconservative forces other than friction include other contact forces, tension, compression, and drag. However, for any sufficiently detailed description, all these forces are the results of conservative ones since each of these macroscopic forces are the net results of the gradients of microscopic potentials.",What is sometimes impossible to model?,1,forces,<MASK> is sometimes impossible to model?,"For certain physical scenarios, it is impossible to model forces as being due to gradient of potentials",0
"For certain physical scenarios, it is impossible to model forces as being due to gradient of potentials. This is often due to macrophysical considerations that yield forces as arising from a macroscopic statistical average of microstates. For example, friction is caused by the gradients of numerous electrostatic potentials between the atoms, but manifests as a force model that is independent of any macroscale position vector. Nonconservative forces other than friction include other contact forces, tension, compression, and drag. However, for any sufficiently detailed description, all these forces are the results of conservative ones since each of these macroscopic forces are the net results of the gradients of microscopic potentials.",What is sometimes impossible to model?,1,forces,What <MASK> sometimes impossible to model?,"For certain physical scenarios, it is impossible to model forces as being due to gradient of potentials",0
"For certain physical scenarios, it is impossible to model forces as being due to gradient of potentials. This is often due to macrophysical considerations that yield forces as arising from a macroscopic statistical average of microstates. For example, friction is caused by the gradients of numerous electrostatic potentials between the atoms, but manifests as a force model that is independent of any macroscale position vector. Nonconservative forces other than friction include other contact forces, tension, compression, and drag. However, for any sufficiently detailed description, all these forces are the results of conservative ones since each of these macroscopic forces are the net results of the gradients of microscopic potentials.",What is sometimes impossible to model?,1,forces,What is <MASK> impossible to model?,"For certain physical scenarios, it is impossible to model forces as being due to gradient of potentials",0
"For certain physical scenarios, it is impossible to model forces as being due to gradient of potentials. This is often due to macrophysical considerations that yield forces as arising from a macroscopic statistical average of microstates. For example, friction is caused by the gradients of numerous electrostatic potentials between the atoms, but manifests as a force model that is independent of any macroscale position vector. Nonconservative forces other than friction include other contact forces, tension, compression, and drag. However, for any sufficiently detailed description, all these forces are the results of conservative ones since each of these macroscopic forces are the net results of the gradients of microscopic potentials.",What is sometimes impossible to model?,1,forces,What is sometimes impossible <MASK> model?,"For certain physical scenarios, it is impossible to model forces as being due to gradient of potentials",0
"For certain physical scenarios, it is impossible to model forces as being due to gradient of potentials. This is often due to macrophysical considerations that yield forces as arising from a macroscopic statistical average of microstates. For example, friction is caused by the gradients of numerous electrostatic potentials between the atoms, but manifests as a force model that is independent of any macroscale position vector. Nonconservative forces other than friction include other contact forces, tension, compression, and drag. However, for any sufficiently detailed description, all these forces are the results of conservative ones since each of these macroscopic forces are the net results of the gradients of microscopic potentials.",Why are some forces due to that are impossible to model?,1,gradient of potentials,<MASK> are some forces due to that are impossible to model?,"For certain physical scenarios, it is impossible to model forces as being due to gradient of potentials",0
"For certain physical scenarios, it is impossible to model forces as being due to gradient of potentials. This is often due to macrophysical considerations that yield forces as arising from a macroscopic statistical average of microstates. For example, friction is caused by the gradients of numerous electrostatic potentials between the atoms, but manifests as a force model that is independent of any macroscale position vector. Nonconservative forces other than friction include other contact forces, tension, compression, and drag. However, for any sufficiently detailed description, all these forces are the results of conservative ones since each of these macroscopic forces are the net results of the gradients of microscopic potentials.",Why are some forces due to that are impossible to model?,1,gradient of potentials,Why <MASK> some forces due to that are impossible to model?,"For certain physical scenarios, it is impossible to model forces as being due to gradient of potentials",0
"For certain physical scenarios, it is impossible to model forces as being due to gradient of potentials. This is often due to macrophysical considerations that yield forces as arising from a macroscopic statistical average of microstates. For example, friction is caused by the gradients of numerous electrostatic potentials between the atoms, but manifests as a force model that is independent of any macroscale position vector. Nonconservative forces other than friction include other contact forces, tension, compression, and drag. However, for any sufficiently detailed description, all these forces are the results of conservative ones since each of these macroscopic forces are the net results of the gradients of microscopic potentials.",Why are some forces due to that are impossible to model?,1,gradient of potentials,Why are <MASK> forces due to that are impossible to model?,"For certain physical scenarios, it is impossible to model forces as being due to gradient of potentials",0
"For certain physical scenarios, it is impossible to model forces as being due to gradient of potentials. This is often due to macrophysical considerations that yield forces as arising from a macroscopic statistical average of microstates. For example, friction is caused by the gradients of numerous electrostatic potentials between the atoms, but manifests as a force model that is independent of any macroscale position vector. Nonconservative forces other than friction include other contact forces, tension, compression, and drag. However, for any sufficiently detailed description, all these forces are the results of conservative ones since each of these macroscopic forces are the net results of the gradients of microscopic potentials.",Why are some forces due to that are impossible to model?,1,gradient of potentials,Why are some forces due <MASK> that are impossible to model?,"For certain physical scenarios, it is impossible to model forces as being due to gradient of potentials",0
"For certain physical scenarios, it is impossible to model forces as being due to gradient of potentials. This is often due to macrophysical considerations that yield forces as arising from a macroscopic statistical average of microstates. For example, friction is caused by the gradients of numerous electrostatic potentials between the atoms, but manifests as a force model that is independent of any macroscale position vector. Nonconservative forces other than friction include other contact forces, tension, compression, and drag. However, for any sufficiently detailed description, all these forces are the results of conservative ones since each of these macroscopic forces are the net results of the gradients of microscopic potentials.",Why are some forces due to that are impossible to model?,1,gradient of potentials,Why are some forces due to <MASK> are impossible to model?,"For certain physical scenarios, it is impossible to model forces as being due to gradient of potentials",0
"The connection between macroscopic nonconservative forces and microscopic conservative forces is described by detailed treatment with statistical mechanics. In macroscopic closed systems, nonconservative forces act to change the internal energies of the system, and are often associated with the transfer of heat. According to the Second law of thermodynamics, nonconservative forces necessarily result in energy transformations within closed systems from ordered to more random conditions as entropy increases.",In what treatment are nonconservative and conservative forces described?,1,statistical mechanics,<MASK> what treatment are nonconservative and conservative forces described?,The connection between macroscopic nonconservative forces and microscopic conservative forces is described by detailed treatment with statistical mechanics,0
"The connection between macroscopic nonconservative forces and microscopic conservative forces is described by detailed treatment with statistical mechanics. In macroscopic closed systems, nonconservative forces act to change the internal energies of the system, and are often associated with the transfer of heat. According to the Second law of thermodynamics, nonconservative forces necessarily result in energy transformations within closed systems from ordered to more random conditions as entropy increases.",In what treatment are nonconservative and conservative forces described?,1,statistical mechanics,In <MASK> treatment are nonconservative and conservative forces described?,The connection between macroscopic nonconservative forces and microscopic conservative forces is described by detailed treatment with statistical mechanics,0
"The connection between macroscopic nonconservative forces and microscopic conservative forces is described by detailed treatment with statistical mechanics. In macroscopic closed systems, nonconservative forces act to change the internal energies of the system, and are often associated with the transfer of heat. According to the Second law of thermodynamics, nonconservative forces necessarily result in energy transformations within closed systems from ordered to more random conditions as entropy increases.",In what treatment are nonconservative and conservative forces described?,1,statistical mechanics,In what treatment <MASK> nonconservative and conservative forces described?,The connection between macroscopic nonconservative forces and microscopic conservative forces is described by detailed treatment with statistical mechanics,0
"The connection between macroscopic nonconservative forces and microscopic conservative forces is described by detailed treatment with statistical mechanics. In macroscopic closed systems, nonconservative forces act to change the internal energies of the system, and are often associated with the transfer of heat. According to the Second law of thermodynamics, nonconservative forces necessarily result in energy transformations within closed systems from ordered to more random conditions as entropy increases.",In what treatment are nonconservative and conservative forces described?,1,statistical mechanics,In what treatment are nonconservative <MASK> conservative forces described?,The connection between macroscopic nonconservative forces and microscopic conservative forces is described by detailed treatment with statistical mechanics,0
"The connection between macroscopic nonconservative forces and microscopic conservative forces is described by detailed treatment with statistical mechanics. In macroscopic closed systems, nonconservative forces act to change the internal energies of the system, and are often associated with the transfer of heat. According to the Second law of thermodynamics, nonconservative forces necessarily result in energy transformations within closed systems from ordered to more random conditions as entropy increases.",What changes macroscopic closed system energies?,1,nonconservative forces,<MASK> changes macroscopic closed system energies?,The connection between macroscopic nonconservative forces and microscopic conservative forces is described by detailed treatment with statistical mechanics,0
